SMILES,CID,creator,rationale,fragments,link,real_space,SCR,BB,extended_real_space,in_molport_or_mcule,in_ultimate_mcule,in_emolecules,covalent_frag,covalent_warhead,acrylamide,acrylamide_adduct,chloroacetamide,chloroacetamide_adduct,vinylsulfonamide,vinylsulfonamide_adduct,nitrile,nitrile_adduct,MW,cLogP,HBD,HBA,TPSA,num_criterion_violations,BMS,Dundee,Glaxo,Inpharmatica,LINT,MLSMR,PAINS,SureChEMBL,PostEra
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,MAK-UNK-0cb6a3ad-10,Maksym Voznyy,soap ingredients,x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-0cb6a3ad,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,505.45800000000014,4.175280000000002,10,4,167.58,1,PASS,"Aliphatic long chain, imine, imine",PASS,PASS,"long aliphatic chain, 6+","Imine 3, long chain hydrocarbon, Long aliphatic chain, Unbranched chain",PASS,PASS,PASS
COC1CCCC(Oc2cccc(CN3CCN(C(=O)CCl)CC3)c2)C1,MAK-UNK-176ca439-4,Maksym Voznyy,SeeSAR Inspirator,"x0104,x0692",https://covid.postera.ai/covid/submissions/MAK-UNK-176ca439,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,380.91600000000017,2.906000000000001,0,4,42.01000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CNCc1c[nH]c2ccc(F)cc12)NCc1ccc(CN2CCN(C(=O)CCl)CC2)cc1,MAK-UNK-176ca439-5,Maksym Voznyy,SeeSAR Inspirator,"x0104,x0692",https://covid.postera.ai/covid/submissions/MAK-UNK-176ca439,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,485.9910000000003,2.596,3,4,80.47,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCn1cc(CNC(=O)c2cccnc2)cn1,MAK-UNK-2c1752f0-1,Maksym Voznyy,"https://molmatinf.com/covid19/, hexagons adjacent to vonoprazan",x1093,https://covid.postera.ai/covid/submissions/MAK-UNK-2c1752f0,Z275181224,Z275181224,False,s_22____10155108____58868,False,False,False,False,False,False,False,False,False,False,False,False,False,230.27100000000004,1.228,1,4,59.81,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(Nc2ccc(NC(=O)Nc3cccnc3)cc2)nc1,MAK-UNK-30aad1f1-12,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,330.35100000000006,3.7358800000000008,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
COC1CCCC(Oc2cccc(CN3CCN(C(=O)CCl)CC3)c2)C1,MAK-UNK-3c359d2a-1,Maksym Voznyy,SeeSAR Inspirator,"x0104,x0692",https://covid.postera.ai/covid/submissions/MAK-UNK-3c359d2a,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,380.91600000000017,2.906000000000001,0,4,42.01000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CNCc1c[nH]c2ccc(F)cc12)NCc1ccc(CN2CCN(C(=O)CCl)CC2)cc1,MAK-UNK-72b7ba6b-1,Maksym Voznyy,SeeSAR Inspirator,"x0104,x0692",https://covid.postera.ai/covid/submissions/MAK-UNK-72b7ba6b,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,485.9910000000003,2.596,3,4,80.47,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CS(=O)(=O)Nc1cccc(C(=O)OCC(=O)Nc2cccc(N3CCCC3=O)c2)c1,MAK-UNK-9159f8ed-4,Maksym Voznyy,"by eye, X_0478 bonded with X_1384",x1384,https://covid.postera.ai/covid/submissions/MAK-UNK-9159f8ed,Z201863772,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,431.47000000000014,1.9804,2,6,121.88,0,PASS,PASS,PASS,PASS,PASS,"Ester, Hetero_hetero",PASS,PASS,PASS
O=C(CCl)N1CCN(Cc2cnc(-c3ccccc3)nc2)CC1,MAK-UNK-af83ef51-1,Maksym Voznyy,"SeeSAR Inspirator, add X_0354 (missing in drop-down list)","x0072,x0104,x0161,x0195,x0305,x0387,x0692",https://covid.postera.ai/covid/submissions/MAK-UNK-af83ef51,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,330.81900000000013,2.0266,0,4,49.33000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(CCc1ccccc1)N1CCN(C(=O)CCl)CC1,MAK-UNK-af83ef51-2,Maksym Voznyy,"SeeSAR Inspirator, add X_0354 (missing in drop-down list)","x0072,x0104,x0161,x0195,x0305,x0387,x0692",https://covid.postera.ai/covid/submissions/MAK-UNK-af83ef51,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,294.826,2.3907000000000007,0,2,23.55,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ccc(Nc2cc(C)cc(CN3CCN(C(=O)CCl)CC3)c2)c(C#N)c1,MAK-UNK-af83ef51-22,Maksym Voznyy,"SeeSAR Inspirator, add X_0354 (missing in drop-down list)","x0072,x0104,x0161,x0195,x0305,x0387,x0692",https://covid.postera.ai/covid/submissions/MAK-UNK-af83ef51,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,425.96400000000017,3.925100000000003,2,5,71.4,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cc1cccc(CC2CCN(C(=O)CCl)CC2)c1,MAK-UNK-af83ef51-6,Maksym Voznyy,"SeeSAR Inspirator, add X_0354 (missing in drop-down list)","x0072,x0104,x0161,x0195,x0305,x0387,x0692",https://covid.postera.ai/covid/submissions/MAK-UNK-af83ef51,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,265.78399999999993,3.014920000000002,0,1,20.31,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cc1cccc(CC2CC3CCC(C2)N3C(=O)CCl)c1,MAK-UNK-af83ef51-8,Maksym Voznyy,"SeeSAR Inspirator, add X_0354 (missing in drop-down list)","x0072,x0104,x0161,x0195,x0305,x0387,x0692",https://covid.postera.ai/covid/submissions/MAK-UNK-af83ef51,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,291.822,3.5459200000000024,0,1,20.31,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
COC(=O)C1CC(Cc2cccc(C)c2)CCN1C(=O)CCl,MAK-UNK-af83ef51-9,Maksym Voznyy,"SeeSAR Inspirator, add X_0354 (missing in drop-down list)","x0072,x0104,x0161,x0195,x0305,x0387,x0692",https://covid.postera.ai/covid/submissions/MAK-UNK-af83ef51,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,323.82000000000005,2.556520000000001,0,3,46.61,0,PASS,PASS,PASS,PASS,PASS,Ester,PASS,PASS,PASS
O=C(Nc1ccc(Oc2ncccn2)cc1)C(=O)N1CCN(Cc2cccs2)CC1,MAK-UNK-b1d4dcd7-3,Maksym Voznyy,"by eye, X_1418 bonded with X_0390, X_1418 bonded with X_0194, X_1418 bonded with X_0464",x1418,https://covid.postera.ai/covid/submissions/MAK-UNK-b1d4dcd7,Z755740660,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,423.49800000000033,2.6133000000000006,1,7,87.66,0,alpha_dicarbonyl,diketo group,PASS,Filter41_12_dicarbonyl,"1,2-dicarbonyl not in ring",Oxalyl,PASS,PASS,PASS
Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1C(=O)N1CCC(O)CC1,MAK-UNK-e4a48a85-26,Maksym Voznyy,SeeSAR Inspirator,"x0387,x0692",https://covid.postera.ai/covid/submissions/MAK-UNK-e4a48a85,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,393.9150000000001,1.4749199999999998,1,4,64.09,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)NCC(=O)C=[N+]=[N-])C(C)C,MAT-POS-bfefc3ea-3,"Matthew Robinson, PostEra Inc.",These were the 4 protease inhibitor compounds found to be potentially interesting in https://www.biorxiv.org/content/10.1101/2020.04.16.044016v1,x0072,https://covid.postera.ai/covid/submissions/MAT-POS-bfefc3ea,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,445.52000000000015,1.4542000000000004,3,5,150.0,0,diazo_carbonyl,"diazo group, imine, quaternary nitrogen",PASS,Filter7_diazo,"acyclic N-,=N and not N bound to carbonyl or sulfone, carbamate, CBZ Protected, carbamate include di-substitued N","Azo, Ketone, Long aliphatic chain, Dipeptide",azo_A(324),Diazoalkane,PASS
O=C(Nc1cccc(CN2CCN(C(=O)CCl)CC2)c1)c1cnc(Cc2ccccc2)s1,MED-COV-4280ac29-1,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,469.01000000000016,3.869200000000003,1,5,65.54,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CCl)Nc1cccc(-c2ccc3c(c2)CCCC3)c1,MED-COV-4280ac29-10,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,299.8010000000001,4.409700000000004,1,1,29.1,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CCl)N1CCN(C2(c3cccc(Cl)c3)CCO2)CC1,MED-COV-4280ac29-11,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,329.2270000000002,2.2961,0,3,32.78,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CCl)N1CCN(C2(c3cccc(Cl)c3)CC2)CC1,MED-COV-4280ac29-12,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,313.2280000000002,2.7121000000000013,0,2,23.550000000000004,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC1CN(Cc2cccc(Cl)c2)CCN1C(=O)CCl,MED-COV-4280ac29-13,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,301.217,2.6115000000000013,0,2,23.55,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Nc1ccccc1OC1CCN(Cc2ccccc2)CC1)C1CCN(C(=O)CCl)CC1,MED-COV-4280ac29-17,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,470.01300000000015,4.145900000000005,1,4,61.88,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CCl)N1CCN([C@H](c2ccc(Cl)cc2)c2cccc(Cl)c2)CC1,MED-COV-4280ac29-18,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,397.7330000000002,4.465800000000004,0,2,23.550000000000004,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Nc1nc(CN2CCN(C(=O)CCl)CC2)ncc1Cc1ccccc1,MED-COV-4280ac29-19,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,359.86100000000016,1.5325999999999995,1,5,75.35,0,PASS,PASS,PASS,PASS,aniline,PASS,PASS,PASS,PASS
O=C(CCl)N1CCN(Cc2cccc(Cl)c2)C[C@@H]1Cc1ccc(O)cc1,MED-COV-4280ac29-2,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,393.31400000000014,3.539900000000003,1,3,43.78,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
NC(=O)C1CC(c2ccnc(Cl)c2NC(=O)CCl)CC1c1ccccc1,MED-COV-4280ac29-20,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,392.28600000000006,3.6750000000000016,2,3,85.08000000000001,0,PASS,2-halo pyridine,PASS,Filter94_2_halo_pyridine,2-chloropyridine,2-halopyridine,PASS,"halo-pyridine,_-diazoles_and_-triazoles",PASS
CC(=O)NCCc1c[nH]c2c(C(c3ccccc3)N3CCN(C(=O)CCl)CC3)cccc12,MED-COV-4280ac29-21,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,452.98600000000033,3.318900000000002,2,3,68.44,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
C=CC(=O)NCC(=O)N(CCN1CCOCC1)Cc1ccccc1Cl,MED-COV-4280ac29-22,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,365.861,1.3030000000000004,1,4,61.88000000000001,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
Cc1ccc(C(c2cccc(C)c2)N2CCN(C(=O)CCl)CC2)cc1,MED-COV-4280ac29-23,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,356.89700000000005,3.7758400000000014,0,2,23.55,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1cccc(C#N)c1CN1CCN(C(=O)CCl)CC1,MED-COV-4280ac29-24,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,320.824,1.8730799999999999,1,4,59.37000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CCl)N1CCN(Cc2cnc(Cc3ccccc3)s2)CC1,MED-COV-4280ac29-25,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,349.88700000000017,2.616900000000001,0,4,36.44000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
C=CC(=O)NCC(=O)N(Cc1ccccc1)C[C@H](O)c1ccccc1,MED-COV-4280ac29-26,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,338.4070000000001,2.051,2,3,69.64,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
NC(=O)C1CC2(CCCN(C(=O)CCl)C2)CC1c1ccccc1,MED-COV-4280ac29-27,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,334.847,2.513100000000001,1,2,63.40000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CCl)Nc1nc(=O)n(Cc2ccccc2)cc1-c1cccnc1,MED-COV-4280ac29-28,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,354.79700000000014,2.530900000000001,1,5,76.88,0,PASS,PASS,PASS,Filter82_pyridinium,PASS,PASS,PASS,PASS,PASS
O=C(CCl)N1CCN(C(F)(F)c2cccc(Cl)c2)CC1,MED-COV-4280ac29-29,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,323.17000000000013,2.7723000000000013,0,2,23.550000000000004,0,PASS,PASS,PASS,Filter52_NC_haloamine,"N-C-Hal or cyano methyl, high halogen content (>3)",PASS,PASS,PASS,PASS
O=C(CCl)Nc1nc(=O)n(Cc2cccc(Cl)c2)cc1-c1cccnc1,MED-COV-4280ac29-3,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,389.24200000000013,3.1843000000000012,1,5,76.88,0,PASS,PASS,PASS,Filter82_pyridinium,PASS,PASS,PASS,PASS,PASS
COc1ccc(C2CC(c3ccccc3)=NN2C(=O)CCl)cc1OC,MED-COV-4280ac29-30,"Med Chemists Group, COVID Moonshot","These are substitutions on submissions by the MedChem team at COVID Moonshot based on the following methodology to improve both synthesis and med-chem properties:

""""""
For compounds that are purchasable, leave as is

For naked thiophene, replace with phenyl

For bromo or chloro thiophene, replace with a chloro phenyl (with halo in the appropriate position, usually meta)
""""""

We are indebted to the original submitters of these compounds, as detailed here:

https://docs.google.com/spreadsheets/d/1QgWuvqPmvIqdG1YHyRdWRWiIRkThTKJzXN3_SQcqUr4/edit?usp=sharing",x0072,https://covid.postera.ai/covid/submissions/MED-COV-4280ac29,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,358.82500000000016,3.620300000000003,0,4,51.13,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
