SMILES,CID,creator,rationale,fragments,link,real_space,SCR,BB,extended_real_space,in_molport_or_mcule,in_ultimate_mcule,in_emolecules,covalent_frag,covalent_warhead,acrylamide,acrylamide_adduct,chloroacetamide,chloroacetamide_adduct,vinylsulfonamide,vinylsulfonamide_adduct,nitrile,nitrile_adduct,MW,cLogP,HBD,HBA,TPSA,num_criterion_violations,BMS,Dundee,Glaxo,Inpharmatica,LINT,MLSMR,PAINS,SureChEMBL,PostEra,ORDERED,MADE,ASSAYED
O=C(CCl)Nc1cccc(N2CCCC2=O)c1,LON-WEI-8f408cad-1,"London Lab, Weizmann Institute of Science",Included in early rounds for synthesis,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-8f408cad,Z199423638,False,EN300-24592,m_270062____7596708____8147258,False,False,False,False,True,False,False,True,False,False,False,False,False,252.701,1.9907,1,2,49.41,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-8f408cad-10,"London Lab, Weizmann Institute of Science",Included in early rounds for synthesis,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-8f408cad,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,444.53500000000014,4.3636200000000045,1,5,74.77000000000002,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
O=C(CCl)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,LON-WEI-8f408cad-2,"London Lab, Weizmann Institute of Science",Included in early rounds for synthesis,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-8f408cad,Z212045114,False,EN300-22862,False,False,False,False,False,True,False,False,True,False,False,False,False,False,338.7630000000001,1.0365000000000002,0,3,57.69000000000001,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS,PASS,True,True,False
O=C(CCl)N1CCN(S(=O)(=O)c2cccs2)CC1,LON-WEI-8f408cad-3,"London Lab, Weizmann Institute of Science",Included in early rounds for synthesis,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-8f408cad,Z212045150,False,EN300-23037,False,False,False,False,False,True,False,False,True,False,False,False,False,False,308.8120000000001,0.8197999999999999,0,4,57.69000000000001,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS,PASS,True,True,False
O=C(CCl)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,LON-WEI-8f408cad-4,"London Lab, Weizmann Institute of Science",Included in early rounds for synthesis,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-8f408cad,Z147647642,False,EN300-22860,False,False,False,False,False,True,False,False,True,False,False,False,False,False,320.77300000000014,0.8973999999999999,0,3,57.69000000000001,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS,PASS,True,True,False
O=C(CCl)N1CCN(Cc2cccs2)CC1,LON-WEI-8f408cad-5,"London Lab, Weizmann Institute of Science",Included in early rounds for synthesis,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-8f408cad,Z1562120010,False,False,m_270062____7596146____8147258,False,False,False,False,True,False,False,True,False,False,False,False,False,258.77400000000006,1.6311000000000002,0,3,23.550000000000004,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
O=C(CCc1c[nH]nn1)NC(Cn1cccn1)c1ccccc1,LON-WEI-8f408cad-6,"London Lab, Weizmann Institute of Science",Included in early rounds for synthesis,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-8f408cad,Z2771389038,False,False,s_22____5535204____10803970,False,False,False,False,False,False,False,False,False,False,False,False,False,310.3610000000001,1.4914999999999992,2,5,88.49,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
O=C(CCl)N1CCN(Cc2ccsc2)CC1,LON-WEI-8f408cad-7,"London Lab, Weizmann Institute of Science",Included in early rounds for synthesis,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-8f408cad,Z1562120350,False,False,m_270062____7596486____8147258,False,False,False,False,True,False,False,True,False,False,False,False,False,258.77400000000006,1.6311000000000002,0,3,23.550000000000004,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-8f408cad-8,"London Lab, Weizmann Institute of Science",Included in early rounds for synthesis,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-8f408cad,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,393.5310000000002,4.5541000000000045,1,3,62.3,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-8f408cad-9,"London Lab, Weizmann Institute of Science",Included in early rounds for synthesis,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-8f408cad,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,394.51900000000006,3.631020000000003,1,4,65.54,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS,True,True,False
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-1,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,458.5430000000002,4.907320000000004,1,6,84.42,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-10,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,395.50300000000016,3.964000000000003,1,4,71.53,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-11,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4438424285,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,448.95400000000006,5.0084200000000045,1,4,65.54,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(S(F)(F)(F)(F)F)cc1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-b8d98729-12,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,513.4880000000002,6.646600000000005,1,4,71.53,1,halogen_heteroatom,PASS,PASS,PASS,high halogen content (>3),P/S halide,PASS,"P_or_S_Halides, Phosphorus_Halide, Sulphur_Halide",PASS,True,True,True
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccccc1Br)c1cccnc1,LON-WEI-b8d98729-13,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4438424214,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,493.405,5.117520000000004,1,4,65.54,1,PASS,PASS,PASS,Filter9_metal,aryl bromide,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccc(Br)cc1)c1cccnc1,LON-WEI-b8d98729-14,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4439011560,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,493.405,5.117520000000004,1,4,65.54,1,PASS,PASS,PASS,Filter9_metal,aryl bromide,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)Nc1cccc(CC)c1)c1cccnc1,LON-WEI-b8d98729-15,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4439011525,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,432.52400000000017,4.8285000000000045,1,5,88.33,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1cccc(CC)c1)c1cccnc1,LON-WEI-b8d98729-16,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4438424264,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,442.56300000000016,4.917420000000004,1,4,65.54,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1cccc(CC)c1)c1cccnc1,LON-WEI-b8d98729-17,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,443.54700000000014,5.250400000000004,1,4,71.53,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(C(C)C)nc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-18,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,442.56300000000016,5.3698200000000025,1,4,75.19,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1ccccc1Br)c1cccnc1,LON-WEI-b8d98729-19,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4438424215,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,494.38900000000007,5.450500000000004,1,4,71.53,1,PASS,PASS,PASS,Filter9_metal,aryl bromide,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-2,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4439011579,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,445.58800000000014,5.573320000000005,1,4,62.3,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1cc(C(C)(C)C)n[nH]1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-20,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4439011584,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,445.5670000000002,4.8720200000000045,2,4,90.98,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1cc(C(C)(C)C)n[nH]1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-21,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4439011532,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,437.93100000000015,4.654600000000003,2,4,90.98,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-22,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,449.93800000000016,5.341400000000005,1,4,71.53,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-23,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4439011607,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,384.4800000000001,3.5421000000000022,1,5,88.33,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-24,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,437.95200000000017,5.3559000000000045,1,4,62.3,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-b8d98729-25,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4439011543,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,444.5160000000001,4.598900000000003,1,6,84.42,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(C(C)C)nc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-26,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4439011523,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,444.53500000000014,4.816020000000004,1,5,84.42,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-b8d98729-27,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,455.43600000000015,5.0080000000000044,1,4,71.53,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(S(F)(F)(F)(F)F)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-28,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,527.5150000000001,6.955020000000005,1,4,71.53,1,halogen_heteroatom,PASS,PASS,PASS,high halogen content (>3),P/S halide,PASS,"P_or_S_Halides, Phosphorus_Halide, Sulphur_Halide",PASS,True,True,True
C=CC(=O)N(c1ccc(S(F)(F)(F)(F)F)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-29,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4439011585,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,525.5430000000001,7.508820000000004,1,3,62.3,1,halogen_heteroatom,PASS,PASS,PASS,high halogen content (>3),P/S halide,PASS,"P_or_S_Halides, Phosphorus_Halide, Sulphur_Halide",PASS,True,True,True
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-30,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,458.5620000000001,4.672040000000004,1,5,74.77000000000002,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-31,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,394.50000000000017,3.8663000000000025,1,5,75.19,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(C(C)C)nc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-32,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4439011614,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,380.4920000000001,3.7750000000000017,1,4,75.19,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(C(C)(C)CC)cc1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-33,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,461.99300000000005,6.321600000000006,1,3,62.3,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,LON-WEI-b8d98729-34,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,EN300-123008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,295.408,1.3211999999999997,2,3,65.2,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS,PASS,True,True,False
C=CC(=O)N(c1ccc(C(C)(C)CC)cc1)C(C(=O)Nc1ccc(Br)cc1)c1cccnc1,LON-WEI-b8d98729-35,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4439011564,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,506.44400000000013,6.430700000000006,1,3,62.3,1,PASS,PASS,PASS,Filter9_metal,aryl bromide,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(C(C)(C)CC)cc1)C(C(=O)Nc1cccc(F)c1C)c1cccnc1,LON-WEI-b8d98729-36,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4439011603,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,459.56500000000017,6.1157200000000085,1,3,62.3,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-37,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,469.46300000000014,5.316420000000004,1,4,71.53,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1cccc(CC)c1)c1cccnc1,LON-WEI-b8d98729-38,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,442.54400000000015,5.152700000000004,1,5,75.19,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-39,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,467.49100000000016,5.870220000000005,1,3,62.3,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
CC(=O)N1CCN(CC(=O)Nc2cccc(S(N)(=O)=O)c2)CC1,LON-WEI-b8d98729-4,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,Z46181242,Z102844650,False,s_2230____678732____679740,False,True,False,False,False,False,False,False,False,False,False,False,False,340.4050000000002,-0.5633999999999979,2,5,112.81,0,PASS,PASS,PASS,PASS,PASS,Dye 22,PASS,PASS,PASS,True,True,False
C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-40,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,447.5600000000002,5.019520000000004,1,5,71.53,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)Nc1ccccc1Br)c1cccnc1,LON-WEI-b8d98729-41,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4438424211,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,504.306,5.7619000000000025,1,3,62.3,1,PASS,PASS,PASS,Filter9_metal,"aryl bromide, high halogen content (>3)",PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-42,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4439011586,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,456.59000000000015,5.225840000000005,1,4,65.54,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-43,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4439011520,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,448.52300000000014,4.5831200000000045,1,6,97.56,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-44,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,448.93500000000006,5.243700000000004,1,5,75.19,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-45,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,457.5740000000001,5.558820000000005,1,4,71.53,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-46,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,Z4439011581,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,446.55100000000016,5.136920000000004,1,5,88.33,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-b8d98729-47,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,433.5330000000001,4.711100000000003,1,5,71.53,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-48,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,456.57100000000014,5.461120000000005,1,5,75.19,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,LON-WEI-b8d98729-5,"London Lab, Weizmann Institute of Science","Molecules made by Ugi reaction, designed by members of London Lab",x0072,https://covid.postera.ai/covid/submissions/LON-WEI-b8d98729,False,False,EN300-1710061,False,False,False,False,False,False,False,False,False,False,False,False,False,False,563.6720000000004,6.121300000000009,1,6,110.21,2,non_ring_acetal,"Aliphatic long chain, het-C-het not in ring, phosphor",PASS,PASS,alkyl esters of S or P,"Ester, Long aliphatic chain",PASS,PASS,PASS,True,True,True
