SMILES,CID,creator,rationale,fragments,link,real_space,SCR,BB,extended_real_space,in_molport_or_mcule,in_ultimate_mcule,in_emolecules,covalent_frag,covalent_warhead,acrylamide,acrylamide_adduct,chloroacetamide,chloroacetamide_adduct,vinylsulfonamide,vinylsulfonamide_adduct,nitrile,nitrile_adduct,MW,cLogP,HBD,HBA,TPSA,num_criterion_violations,BMS,Dundee,Glaxo,Inpharmatica,LINT,MLSMR,PAINS,SureChEMBL
NCC1OC(C2CCCC(C=O)C2)Cc2c1ccc(O)c2O,MAK-UNK-2084232d-23,Maksym Voznyy,"SeeSAR Inspirator, from A77636/-12.421812/active-covalent",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-2084232d,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,305.374,2.0442,3,5,92.78,0,aldehyde,"aldehyde, catechol",PASS,Filter38_aldehyde,aldehyde,aldehyde,catechol_A(92),Aldehyde
NCC1OC(C2CC(O)CC(O)C2)Cc2c1ccc(O)c2O,MAK-UNK-2084232d-24,Maksym Voznyy,"SeeSAR Inspirator, from A77636/-12.421812/active-covalent",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-2084232d,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,309.362,0.5607999999999989,5,6,116.17000000000002,0,PASS,catechol,PASS,PASS,PASS,PASS,catechol_A(92),PASS
NCC1OC(C2C(O)CCC(O)C2O)Cc2c1ccc(O)c2O,MAK-UNK-2084232d-25,Maksym Voznyy,"SeeSAR Inspirator, from A77636/-12.421812/active-covalent",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-2084232d,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,325.361,-0.4684000000000002,6,7,136.4,1,PASS,catechol,PASS,PASS,PASS,PASS,catechol_A(92),PASS
CNC1CCCC(C2Cc3c(ccc(O)c3O)C(CN)O2)C1,MAK-UNK-2084232d-3,Maksym Voznyy,"SeeSAR Inspirator, from A77636/-12.421812/active-covalent",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-2084232d,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,306.4060000000001,1.8171,4,5,87.74,0,PASS,catechol,PASS,PASS,PASS,PASS,catechol_A(92),PASS
CCC1CC(C2Cc3c(ccc(O)c3O)C(CN)O2)CCO1,MAK-UNK-2084232d-4,Maksym Voznyy,"SeeSAR Inspirator, from A77636/-12.421812/active-covalent",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-2084232d,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,307.3900000000001,2.2440999999999995,3,5,84.94000000000003,0,PASS,catechol,PASS,PASS,PASS,PASS,catechol_A(92),PASS
NCC1OC(C2CCCCC2O)Cc2c1ccc(O)c2O,MAK-UNK-2084232d-5,Maksym Voznyy,"SeeSAR Inspirator, from A77636/-12.421812/active-covalent",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-2084232d,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,293.363,1.59,4,5,95.94,0,PASS,catechol,PASS,PASS,PASS,PASS,catechol_A(92),PASS
NCC1OC(C2CCCCC2)Cc2c1ccc(O)c2O,MAK-UNK-2084232d-6,Maksym Voznyy,"SeeSAR Inspirator, from A77636/-12.421812/active-covalent",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-2084232d,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,277.36400000000003,2.619200000000001,3,4,75.71000000000002,0,PASS,catechol,PASS,PASS,PASS,PASS,catechol_A(92),PASS
NCC1OC(C2CCCN(Cc3cscn3)C2)Cc2c1ccc(O)c2O,MAK-UNK-2084232d-7,Maksym Voznyy,"SeeSAR Inspirator, from A77636/-12.421812/active-covalent",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-2084232d,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,375.49400000000014,2.4076000000000004,3,7,91.84,0,PASS,catechol,PASS,PASS,PASS,PASS,catechol_A(92),PASS
NCC1OC(C2CCCCC2O)Cc2c1ccc(O)c2O,MAK-UNK-2084232d-8,Maksym Voznyy,"SeeSAR Inspirator, from A77636/-12.421812/active-covalent",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-2084232d,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,293.363,1.59,4,5,95.94,0,PASS,catechol,PASS,PASS,PASS,PASS,catechol_A(92),PASS
NCC1OC(C2C(O)C(O)CC(O)C2O)Cc2c1ccc(O)c2O,MAK-UNK-2084232d-9,Maksym Voznyy,"SeeSAR Inspirator, from A77636/-12.421812/active-covalent",x0749,https://covid.postera.ai/covid/submissions/MAK-UNK-2084232d,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,341.36,-1.4975999999999996,7,8,156.63,2,PASS,catechol,PASS,PASS,PASS,PASS,catechol_A(92),PASS
CC(=O)N1CCN(S(=O)(=O)C2=CC[SH]=C2)CC1,MAK-UNK-23561bf6-1,Maksym Voznyy,by eye,x0689,https://covid.postera.ai/covid/submissions/MAK-UNK-23561bf6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,276.3830000000001,-0.3544999999999998,1,3,57.69000000000001,0,PASS,Thiocarbonyl group,PASS,Filter88_ene_sulfone,thiols,"thiol, Hetero_hetero",PASS,Thiocarbonyl_group
N=C(N)CCS(=O)(=O)NCCc1ccccc1,MAK-UNK-27459e11-1,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255.343,0.4745700000000004,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Long aliphatic chain, Hetero_hetero",PASS,PASS
CS(=O)(=O)NCCc1cccc(CC(=N)N)c1,MAK-UNK-27459e11-10,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255.343,0.2567699999999997,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Hetero_hetero",PASS,PASS
CS(=O)(=O)NCCc1ccccc1CC(=N)N,MAK-UNK-27459e11-11,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255.343,0.2567699999999997,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Hetero_hetero",PASS,PASS
CS(=O)(=O)NC(Cc1ccccc1)C(=N)N,MAK-UNK-27459e11-12,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,241.31600000000003,0.0828699999999995,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Hetero_hetero",PASS,PASS
CS(=O)(=O)NCC(C(=N)N)c1ccccc1,MAK-UNK-27459e11-13,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,241.31600000000003,0.2553700000000001,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Long aliphatic chain, Hetero_hetero",PASS,PASS
CS(=O)(=O)NCCc1ccccc1C(=N)N,MAK-UNK-27459e11-14,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,241.31600000000003,0.0623700000000002,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Hetero_hetero",PASS,PASS
CS(=O)(=O)NCCc1cccc(C(=N)N)c1,MAK-UNK-27459e11-15,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,241.31600000000003,0.0623700000000002,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Hetero_hetero",PASS,PASS
CS(=O)(=O)NCCc1ccc(C(=N)N)cc1,MAK-UNK-27459e11-16,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,241.31600000000003,0.06237000000000015,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Hetero_hetero",PASS,PASS
CS(=O)(=O)NCCc1cccc(CC(=N)N)c1,MAK-UNK-27459e11-17,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255.343,0.2567699999999997,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Hetero_hetero",PASS,PASS
CS(=O)(=O)NCCc1cccc(C(=N)N)c1,MAK-UNK-27459e11-18,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,241.31600000000003,0.0623700000000002,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Hetero_hetero",PASS,PASS
CC(C(=N)N)S(=O)(=O)NCCc1ccccc1,MAK-UNK-27459e11-2,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255.343,0.4729700000000006,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Long aliphatic chain, Hetero_hetero",PASS,PASS
N=C(N)CS(=O)(=O)NCCc1ccccc1,MAK-UNK-27459e11-3,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,241.316,0.08447000000000071,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Long aliphatic chain, Hetero_hetero",PASS,PASS
N=C(N)S(=O)(=O)NCCc1ccccc1,MAK-UNK-27459e11-4,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,227.289,0.041970000000000514,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Hetero_hetero",PASS,PASS
CS(=O)(=O)NC(CC(=N)N)Cc1ccccc1,MAK-UNK-27459e11-5,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255.343,0.4729700000000002,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Long aliphatic chain, Hetero_hetero",PASS,PASS
CS(=O)(=O)NCC(CC(=N)N)c1ccccc1,MAK-UNK-27459e11-6,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255.343,0.64547,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Long aliphatic chain, Hetero_hetero",PASS,PASS
CS(=O)(=O)NCCc1ccccc1CC(=N)N,MAK-UNK-27459e11-7,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255.343,0.2567699999999997,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Hetero_hetero",PASS,PASS
CS(=O)(=O)NCCc1ccccc1C(=N)N,MAK-UNK-27459e11-8,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,241.31600000000003,0.0623700000000002,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Hetero_hetero",PASS,PASS
CS(=O)(=O)NCCc1ccc(CC(=N)N)cc1,MAK-UNK-27459e11-9,Maksym Voznyy,"by eye, X_0072 bonded to X_0991","x0072,x0991",https://covid.postera.ai/covid/submissions/MAK-UNK-27459e11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255.343,0.2567700000000005,3,3,96.04,0,PASS,"imine, imine",PASS,PASS,acyclic C=N-H,"Imine 3, Hetero_hetero",PASS,PASS
CCn1cc(CNC(=O)c2cccnc2)cn1,MAK-UNK-2c1752f0-1,Maksym Voznyy,"https://molmatinf.com/covid19/, hexagons adjacent to vonoprazan",x1093,https://covid.postera.ai/covid/submissions/MAK-UNK-2c1752f0,Z275181224,Z275181224,False,s_22____10155108____58868,False,False,False,False,False,False,False,False,False,False,False,False,False,230.27100000000004,1.228,1,4,59.81,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(=O)C(C)c1cccnc1,MAK-UNK-2c1752f0-2,Maksym Voznyy,"https://molmatinf.com/covid19/, hexagons adjacent to vonoprazan",x1093,https://covid.postera.ai/covid/submissions/MAK-UNK-2c1752f0,False,False,BBV-41757183,False,False,False,False,False,False,False,False,False,False,False,False,False,False,149.19299999999996,1.7741,0,2,29.96,0,PASS,PASS,PASS,PASS,PASS,Ketone,PASS,PASS
Brc1cccnc1,MAK-UNK-2c1752f0-3,Maksym Voznyy,"https://molmatinf.com/covid19/, hexagons adjacent to vonoprazan",x1093,https://covid.postera.ai/covid/submissions/MAK-UNK-2c1752f0,False,Z1250132521,EN300-19110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,157.998,1.8441,0,1,12.89,0,PASS,PASS,PASS,Filter9_metal,aryl bromide,PASS,PASS,PASS
CC(C)Nc1cccnc1,MAK-UNK-2c1752f0-4,Maksym Voznyy,"https://molmatinf.com/covid19/, hexagons adjacent to vonoprazan",x1093,https://covid.postera.ai/covid/submissions/MAK-UNK-2c1752f0,False,Z2574930241,EN300-56005,False,False,False,False,False,False,False,False,False,False,False,False,False,False,136.19799999999998,1.9019,1,2,24.92,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCS(=O)(=O)Nc1ccccc1F,MAK-UNK-2c1752f0-5,Maksym Voznyy,"https://molmatinf.com/covid19/, hexagons adjacent to vonoprazan",x1093,https://covid.postera.ai/covid/submissions/MAK-UNK-2c1752f0,False,Z53825177,EN300-116204,False,False,True,False,False,False,False,False,False,False,False,False,False,False,203.238,1.5873000000000002,1,2,46.17,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS
N#Cc1ccc(NCc2ccccc2NC(=O)Nc2cccnc2)nc1,MAK-UNK-30aad1f1-1,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,344.37800000000016,3.604380000000001,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(Nc2ncccc2NC(=O)Nc2ccccc2)nc1,MAK-UNK-30aad1f1-10,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,330.35100000000006,3.7358800000000008,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(Nc2cccc(NC(=O)Nc3cccnc3)c2)nc1,MAK-UNK-30aad1f1-11,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,330.35100000000006,3.7358800000000008,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(Nc2ccc(NC(=O)Nc3cccnc3)cc2)nc1,MAK-UNK-30aad1f1-12,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,330.35100000000006,3.7358800000000008,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(NCc2cccc(NC(=O)Nc3cccnc3)c2)nc1,MAK-UNK-30aad1f1-13,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,344.37800000000016,3.604380000000001,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(Nc2ccccc2NC(=O)Nc2cccnc2)nc1,MAK-UNK-30aad1f1-14,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,330.35100000000006,3.7358800000000008,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(Nc2ccncc2NC(=O)Nc2ccccc2)nc1,MAK-UNK-30aad1f1-15,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,330.35100000000006,3.7358800000000008,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(Nc2cncc(NC(=O)Nc3ccccc3)c2)nc1,MAK-UNK-30aad1f1-16,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,330.351,3.7358800000000008,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(Nc2ccc(NC(=O)Nc3ccccc3)cn2)nc1,MAK-UNK-30aad1f1-17,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,330.35100000000006,3.7358800000000008,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(NCc2ccccc2NC(=O)Nc2cccnc2)nc1,MAK-UNK-30aad1f1-18,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,344.37800000000016,3.604380000000001,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(NCc2ccc(NC(=O)Nc3ccccc3)cn2)nc1,MAK-UNK-30aad1f1-2,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,344.37800000000016,3.604380000000001,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(NCc2cncc(NC(=O)Nc3ccccc3)c2)nc1,MAK-UNK-30aad1f1-3,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,344.37800000000016,3.604380000000001,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(NCc2ccncc2NC(=O)Nc2ccccc2)nc1,MAK-UNK-30aad1f1-4,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,344.37800000000016,3.604380000000001,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(NCc2ccccc2NC(=O)Nc2cccnc2)nc1,MAK-UNK-30aad1f1-5,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,344.37800000000016,3.604380000000001,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(NCc2cccc(NC(=O)Nc3cccnc3)c2)nc1,MAK-UNK-30aad1f1-6,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,344.37800000000016,3.604380000000001,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(NCc2ccc(NC(=O)Nc3cccnc3)cc2)nc1,MAK-UNK-30aad1f1-7,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,344.37800000000016,3.604380000000001,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(Nc2cccc(NC(=O)Nc3cccnc3)c2)nc1,MAK-UNK-30aad1f1-8,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,330.35100000000006,3.7358800000000008,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(Nc2ncccc2NC(=O)Nc2ccccc2)nc1,MAK-UNK-30aad1f1-9,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,330.35100000000006,3.7358800000000008,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=S(=O)(NCCc1ccccc1)c1sccc1CN1CCC(O)CC1,MAK-UNK-31051d4e-1,Maksym Voznyy,"by eye, X_0072 bonded with X_0387","x0072,x0387",https://covid.postera.ai/covid/submissions/MAK-UNK-31051d4e,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,380.5350000000003,2.2258000000000004,2,5,69.64,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS
O=S(=O)(NCCc1ccccc1)c1cc(CN2CCC(O)CC2)cs1,MAK-UNK-31051d4e-2,Maksym Voznyy,"by eye, X_0072 bonded with X_0387","x0072,x0387",https://covid.postera.ai/covid/submissions/MAK-UNK-31051d4e,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,380.53500000000014,2.2258,2,5,69.64,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS
O=S(=O)(NCCc1ccccc1)c1cscc1CN1CCC(O)CC1,MAK-UNK-31051d4e-3,Maksym Voznyy,"by eye, X_0072 bonded with X_0387","x0072,x0387",https://covid.postera.ai/covid/submissions/MAK-UNK-31051d4e,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,380.5350000000003,2.2258000000000004,2,5,69.64,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS
O=S(=O)(NCCc1ccccc1)C(c1ccsc1)N1CCC(O)CC1,MAK-UNK-31051d4e-4,Maksym Voznyy,"by eye, X_0072 bonded with X_0387","x0072,x0387",https://covid.postera.ai/covid/submissions/MAK-UNK-31051d4e,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,380.53500000000025,2.365500000000001,2,5,69.64,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS
O=S(=O)(NCCc1ccccc1)C1CC(O)CCN1Cc1ccsc1,MAK-UNK-31051d4e-5,Maksym Voznyy,"by eye, X_0072 bonded with X_0387","x0072,x0387",https://covid.postera.ai/covid/submissions/MAK-UNK-31051d4e,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,380.53500000000014,2.193,2,5,69.64,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS
O=S(=O)(NCCc1ccccc1)C1CN(Cc2ccsc2)CCC1O,MAK-UNK-31051d4e-6,Maksym Voznyy,"by eye, X_0072 bonded with X_0387","x0072,x0387",https://covid.postera.ai/covid/submissions/MAK-UNK-31051d4e,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,380.53500000000014,1.8454,2,5,69.64,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS
Cc1ccncc1NC(=O)C1SCN(CS(C)(=O)=O)C1=O,MAK-UNK-372b0df5-1,Maksym Voznyy,SeeSAR Inspirator,"x0072,x0107",https://covid.postera.ai/covid/submissions/MAK-UNK-372b0df5,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,329.40300000000013,0.2321199999999999,1,6,96.44,0,PASS,beta-keto/anhydride,PASS,PASS,PASS,PASS,PASS,Thiazolidinone
Cc1ccncc1NC(=O)CCSCC(NC=O)S(C)(=O)=O,MAK-UNK-372b0df5-2,Maksym Voznyy,SeeSAR Inspirator,"x0072,x0107",https://covid.postera.ai/covid/submissions/MAK-UNK-372b0df5,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,345.44600000000014,0.5685199999999997,2,6,105.23,0,PASS,"aldehyde, Aliphatic long chain",PASS,Filter38_aldehyde,aldehyde,Long aliphatic chain,PASS,formate_formide
Cc1ccncc1NC(=O)CCSCCS(C)(=O)=O,MAK-UNK-372b0df5-3,Maksym Voznyy,SeeSAR Inspirator,"x0072,x0107",https://covid.postera.ai/covid/submissions/MAK-UNK-372b0df5,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,302.421,1.49642,1,5,76.13,0,PASS,Aliphatic long chain,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS
