SMILES,CID,shipments,comments
Cc1cc(Br)cc2c1N(CCBr)C(=O)C2=O,LOR-NEU-c8f11034-7,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
O=C1Nc2ccc(Br)cc2C1=O,LOR-NEU-c8f11034-3,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1ccncc1CC(=O)Nc1cccc(Cl)c1,EDJ-MED-49816e9b-1,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1cnn(C)c1NC(=O)Cc1cccc(Cl)c1,EDJ-MED-49816e9b-3,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1cnncc1NC(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-16,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
O=C(Cc1ccccc1)Nc1cccc(OC2CC(=O)N2)c1,RAL-MED-2de63afb-6,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
C=CC(=O)N1CCCC(N(CC2CCCCC2)C2CCC(O)CC2)C1,WAR-XCH-72a8c209-9,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
O=C1C(=O)N(Cc2ccc(Br)cc2)c2c(Br)cccc21,LOR-NEU-c8f11034-2,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
CCC(=O)Nc1cccc(OC2CC(=O)N2)c1,RAL-MED-2de63afb-11,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
O=C(CCl)N1CCN(Cc2cccc(CNC(=O)N3CCOCC3)c2)CC1,TAM-UNI-d1c3dd9f-12,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1ccncc1NS(=O)(=O)Cc1cccc(Cl)c1,JAN-GHE-83b26c96-17,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
CN(C)C/C=C/C(=O)NCc1c[nH]c2ccccc12,ANT-OPE-ab37bd51-2,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
CN(C)C/C=C/C(=O)Nc1c[nH]c2ccccc12,ANT-OPE-ab37bd51-1,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
Cc1ccc(S(=O)(=O)NC2CCN(C(=O)CCl)CC2)cc1,WAR-XCH-79d12f6e-4,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
N#Cc1cc(CN2CCN(C(=O)CCl)CC2)c2ccccc2c1,DAR-DIA-fb20be43-6,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
O=C(CCl)N1CCN(S(=O)(=O)c2ccsc2)CC1,MAT-POS-ee51dedd-2,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C=CC(=O)N1CCCN(Cc2ccccc2)CC1,ANT-OPE-c0c3e7cc-1,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
O=C(CCl)N1CCCc2cc(NCc3ccc(F)cc3Cl)ccc21,MAT-POS-ee51dedd-3,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
O=C(NCCN1CCN(C(=O)CCl)CC1)c1ccccc1,STE-KUL-2e0d2e88-1,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
CC(=O)Nc1ccc(C#N)cc1CN1CCN(C(=O)CCl)CC1,TAM-UNI-d1c3dd9f-18,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C=CC(=O)N1CCN(Cc2cccc3ccccc23)CC1,JOO-IND-6372a4f3-4,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C#CCN1CCN(C(=O)C=C)CC1,TOB-UNK-c2aba166-2,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
COc1cc(NC(=O)C(=O)Nc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,ANT-LOU-17aa1493-2,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
N#Cc1ccnc(CNC(=O)Cc2c[nH]c3ncccc23)c1,TRY-UNI-1fd04853-10,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
O=C(Nc1cccnc1)c1cc(Cl)ccc1-c1ccccc1,CHR-SOS-7098f804-14,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
Cc1ccncc1NC(=O)CNc1ccnc2ccccc12,GAB-REV-70cc3ca5-4,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C=C(CN(C)C)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,REN-UFA-aaaed2d6-3,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
O=C(N[C@@H]1CCCC[C@H]1NC(=O)C1CCCCC1)c1ccncc1,GIA-UNK-d2defdc3-1,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",imperfect stereochemical match for GIA-UNK-d2defdc3-1
C=C(C(=O)Nc1ccccc1)c1cccnc1,BEN-DND-031a96cc-8,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
Cc1cccc(CC(=O)Nc2cccnc2C#N)c1,AGN-NEW-c7b24fe3-3,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCc1ccc(Br)cc1,NIC-BIO-a68395b7-5,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
O=C(NCc1ccno1)c1ccccc1OC1CCCCC1,BAR-COM-4e090d3a-65,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
CN1CCC(C(=O)N[C@@H]2CCCC[C@H]2NC(=O)C2CCCCC2)CC1,GIA-UNK-d2defdc3-3,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",imperfect stereochemical match for GIA-UNK-d2defdc3-3
O=C(Cn1cccn1)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,IND-SYN-6c8299e8-7,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
O=C(Cc1c[nH]c2ncccc12)N1CCC(N2CCCS2(=O)=O)CC1,SWA-SYN-d2e6fa14-9,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
NS(=O)(=O)c1ccc(C(=O)N2Cc3ccccc3C(c3ccccc3)C2)cc1,JAR-IMP-ed466bb3-13,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
NS(=O)(=O)c1ccc(N2CCC(c3nc4ccccc4s3)CC2)cc1,WAR-XCH-b72a1bbc-8,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C=CC(=O)N(c1ccc(CCC#N)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-adc59df6-78,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
O=C(Nc1ccc(Oc2ncccn2)cc1)C(=O)N1CCN(Cc2cccs2)CC1,MAK-UNK-b1d4dcd7-3,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C=CC(=O)N(c1ccc(C2CCOC2)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-adc59df6-83,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cccc(Cl)c1,CHR-SOS-7098f804-2,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
N#Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1,MAT-POS-ee51dedd-1,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C=CC(=O)N(C(C(=O)NC(C)(C)C)c1cccnc1)[C@@H]1C[C@@H]1c1ccccc1,LON-WEI-adc59df6-62,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C=CC(=O)N(c1ccc2cc[nH]c2c1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-adc59df6-68,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C=CC(=O)N(C1CCCC(C(C)C)CC1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-adc59df6-67,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C=CC(=O)N(C1CCC2(CCCC2)C1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-adc59df6-92,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C=CC(=O)N(C1CCC2(CCCC2)CC1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-adc59df6-94,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C#CCOc1ccc(N(C(=O)C=C)C(C(=O)NC(C)(C)C)c2cccnc2)cc1,LON-WEI-adc59df6-87,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C#Cc1cccc(N(C(=O)C=C)C(C(=O)NC(C)(C)C)c2cccnc2)c1,LON-WEI-adc59df6-103,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C=CC(=O)N(c1ccc(N2CCC2)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-adc59df6-95,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C=CC(=O)N(C1COC2(CCC2)C1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-adc59df6-89,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C=CC(=O)N(c1ccc2c(ccn2C)c1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-adc59df6-104,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
C=CC(=O)Nc1cc(C(=O)NCC(Cc2ccccc2)c2ccccn2)ccc1O,JUA-UNI-bc099708-5,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",imperfect stereochemical match for JUA-UNI-bc099708-5
CN(C)C(=O)CC1CN(C(=O)c2cnn3c2CCC3)c2ccc(Cl)cc21,RAI-NOV-2f6a9876-1,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",imperfect stereochemical match for RAI-NOV-2f6a9876-1
N#Cc1cnn(-c2ccccc2NC(=O)Cc2ccn[nH]2)c1N,BAR-COM-4e090d3a-14,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
CS(=O)(=O)NCCN1CCCc2ccc(S(N)(=O)=O)cc21,DUN-NEW-f8ce3686-14,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
Cc1ccccc1C(C(=O)NCC(O)Cn1ccnn1)c1ccccc1,BAR-COM-4e090d3a-12,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
CN(C(=O)Cc1noc2ccccc12)c1ccc(NC(=O)OC(C)(C)C)cc1,AAR-POS-8a4e0f60-9,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
CN(Cc1ccc(OCc2cccs2)cc1)C(=O)Cn1nnc2ccccc21,AAR-POS-8a4e0f60-8,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
CCN(Cc1cccc(-c2ccncc2)c1)C(=O)Cc1noc2ccccc12,AAR-POS-8a4e0f60-2,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
O=C(Cn1nnc2ccccc21)NCc1ccc(Oc2cccnc2)c(F)c1,AAR-POS-8a4e0f60-10,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
Cc1ccc(Oc2cccc(NC(=O)NCc3cnnn3C)c2)c(C)c1,BAR-COM-4e090d3a-48,"20200520_enamine_to_oxford.csv, 20200520_enamine_to_weizmann.csv, 20200520_enamine_to_xchem.csv",
O=C(c1cc(O)nc2ccccc12)N1CCN(c2ccccc2)CC1,MAT-POS-916a2c5a-4,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
C=CC(=O)NCc1ccc(C(C)NC(=O)OC(C)(C)C)cc1,VIJ-CYC-1a381570-10,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
O=S(=O)(NCCc1ccccc1)c1ccoc1,MIH-UNI-6b9ca91a-6,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
COc1cc(CNC(=O)Cc2ncc[nH]2)c2ccccc2n1,BAR-COM-4e090d3a-22,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
Cn1nncc1CC(=O)NC(c1ccccc1)c1nc2ccccc2n1C,BAR-COM-4e090d3a-6,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
O=C(NCCN1CCN(c2ccccc2)CC1)NCc1ccccn1,TRI-UNI-97428359-1,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
O=C(C1CCN(c2ccncc2)CC1)N1CCS(=O)(=O)CC1,GIA-UNK-30c7cb75-3,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
NS(=O)(=O)c1ccc(N2CCC(N3CCCCC3)CC2)cc1,WAR-XCH-b72a1bbc-10,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CC(C)N(C)CC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-48,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CCOCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b6889685-20,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
COCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-23,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
Cn1cncc1CNC(=O)Nc1cccc(OCC(F)F)n1,BAR-COM-4e090d3a-52,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
O=C(C1CCCN1C(=O)c1ccccc1)N1CCOCC1,GIA-UNK-d2defdc3-6,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CC(NC(=O)C(Cc1ccccc1)NC(=O)c1ccco1)c1ncco1,BAR-COM-4e090d3a-7,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CC(OCC1CCCCO1)C(=O)N(CCc1ccccc1)Cc1cccnc1,BAR-COM-4e090d3a-55,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
Cc1cnc(CC(=O)Nc2cccnc2)o1,DAR-DIA-842b4336-16,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
O=C(Cc1ccccc1OC1CCOC1)OCc1c[nH]nn1,BAR-COM-4e090d3a-50,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CC(C)[C@@H](C#N)NS(=O)(=O)c1ccc(CF)cc1,VIJ-CYC-1a381570-12,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CC(NC(=O)c1ccccc1OC1CCCCC1)c1cnccn1,BAR-COM-4e090d3a-26,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
NS(=O)(=O)c1ccc(N2CCSCC2)cc1,WAR-XCH-b72a1bbc-1,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
COc1ccc2nc(C)cc(C(=O)NN)c2c1,MAT-POS-4e253971-3,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CC(=O)N1CCN(S(=O)(=O)c2ccsc2)CC1,MAK-UNK-4c6b313a-1,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CCc1nnnn1-c1ccccc1NC(=O)C1(c2cncc(Br)c2)CC1,BAR-COM-4e090d3a-16,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CCSCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-39,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
Cc1ccncc1NC(=O)Nc1ccccc1,ALE-HEI-f28a35b5-1,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CC1CCCC(OCc2cccc(NC(=O)NC(C)c3ccn[nH]3)c2)C1,BAR-COM-4e090d3a-63,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
NS(=O)(=O)c1ccc(N2CCC(Nc3ccc(F)cc3)CC2)cc1,WAR-XCH-b6889685-26,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CN1CCC(C(=O)N[C@@H]2CCCC[C@H]2NC(=O)c2ccccc2)CC1,GIA-UNK-d2defdc3-4,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",imperfect stereochemical match for GIA-UNK-d2defdc3-4
CCC(NC(=O)NCc1cnccn1)c1ccccc1OCC(=O)N1CCCC1,BAR-COM-4e090d3a-27,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
Cn1cc(CNC(=O)N(CCc2ccccc2)Cc2cccnc2)nn1,BAR-COM-4e090d3a-47,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
Cc1cc(Cl)cc(NC(=O)Nc2cccnc2)c1,WAR-XCH-eb7b662f-5,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
O=C(NCc1cccnn1)NC(Cc1ccccc1)c1cccs1,BAR-COM-4e090d3a-29,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
Cc1cccc(-c2nnnn2[C@@H]2C[C@H]2C)c1NC(=O)CCc1cccnc1,BAR-COM-4e090d3a-8,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",imperfect stereochemical match for BAR-COM-4e090d3a-8
CC(C(=O)Nc1cccc(OC2CC(=O)N2)c1)c1cnccn1,BAR-COM-4e090d3a-53,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CS(=O)(=O)NCCCN1CCCc2ccc(S(N)(=O)=O)cc21,PET-SGC-abcbce68-1,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CCC(C)(C)CCN(Cc1ccsc1)C(=O)Cn1nnc2ccccc21,RUT-UNI-630c5802-20,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
O=C(Cc1cccnc1Br)Nc1cccc(OCCn2cncn2)c1,BAR-COM-4e090d3a-35,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
O=C(CC(=O)Nc1ccncc1)Nc1ccccc1,GIA-UNK-3f36037a-7,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
NC(=O)[C@@H]1CN(Cc2cccnc2)C[C@H]1c1ccccc1,DUN-NEW-d8381160-1,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
O=C(Nc1cccc(-c2ccn[nH]2)c1)C(O)c1cccnc1,BAR-COM-4e090d3a-68,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
O=C(NCCNc1cccnn1)c1ccccc1NS(=O)(=O)c1cc(F)ccc1F,BAR-COM-4e090d3a-10,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CC(=O)N1CCN(Cc2cc(O)cc(Cl)c2)CC1,KIM-UNI-2ee5d8f9-1,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
O=C(C1CCN(c2ccncc2)CC1)N1CCCCC1,GIA-UNK-30c7cb75-1,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CS(=O)(=O)NCCc1ccccc1O,ANT-DIA-b7f58f21-3,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
C=CC(=O)N(c1ccc(C2(C)CC2)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-d1c9908a-1,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
C=CC(=O)N(c1ccc(C2(C)CC2)cc1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-d1c9908a-2,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-d1c9908a-3,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
C=CC(=O)N(c1ccc(C2(C)CC2)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-d1c9908a-4,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CC1CC(C)CN(C(=O)c2ccccc2NC(=O)NCc2ccoc2)C1,BAR-COM-4e090d3a-44,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
O=C(C1CCN(c2ccncc2)CC1)N1CCOCC1,GIA-UNK-30c7cb75-2,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
Nc1ncncc1CNC(=O)Nc1ccccc1OCCn1ccnc1,BAR-COM-4e090d3a-5,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
COC(=O)c1sc(NS(=O)(=O)c2ccc(CF)cc2)nc1C(C)(C)C,VIJ-CYC-1a381570-13,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
NS(=O)(=O)c1ccc(N2CCC(Nc3ccccc3)CC2)cc1,WAR-XCH-b6889685-29,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
O=C(CC1(c2ccccc2)CCCC1)Nc1cccnc1,CHR-SOS-f7373dd1-4,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
O=C(Nc1cccnc1)Nc1cncc(Cl)c1,DAR-DIA-23aa0b97-15,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
C=CC(=O)N(c1ccc(C2(C)CC2)cc1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-d1c9908a-5,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CS(=O)(=O)NCCC1CCCCN1CC(=O)Nc1cccnc1,BEN-DND-362d364a-10,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",imperfect stereochemical match for BEN-DND-362d364a-10
Cc1ccncc1NC(=O)CCNc1ccc(S(N)(=O)=O)cc1,GAB-REV-70cc3ca5-3,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
Cc1ccncc1-c1ccc(S(N)(=O)=O)cc1,WAR-XCH-b72a1bbc-4,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
NS(=O)(=O)c1ccc(N2CCC(C3CCCO3)CC2)cc1,WAR-XCH-b72a1bbc-18,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",imperfect stereochemical match for WAR-XCH-b72a1bbc-18
N#Cc1cccc(NC(=O)Nc2c[nH]c3ncccc23)c1,DAR-DIA-23aa0b97-11,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CNC(=O)OC1CCN(C(=O)c2ccccc2)CC1,GIA-UNK-595fac82-2,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CS(=O)(=O)Nc1cccc(C(=O)Oc2cccc(N3CCCC3=O)c2)c1,MAK-UNK-9159f8ed-7,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
O=C(Nc1ccccc1NS(=O)(=O)c1ccc(F)cc1)C(O)c1cccnc1,BAR-COM-4e090d3a-57,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
CC(NC(=O)C(C)c1ccc(F)c(F)c1)c1cccc(F)c1,JON-UIO-066ce08b-7,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",imperfect stereochemical match for JON-UIO-066ce08b-7
O=C(NC(Cc1ccccc1)C(=O)NCc1ccno1)OCc1ccccc1,BAR-COM-4e090d3a-19,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
C=CC(=O)N(c1ccc(C2(C)CC2)cc1)C(C(=O)Nc1cccc(CC)c1)c1cccnc1,LON-WEI-d1c9908a-6,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
N#Cc1cccc(NC(=O)Nc2cncc(N)c2)c1,DAR-DIA-23aa0b97-8,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-d1c9908a-7,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
C=CC(=O)N(c1ccc(C2(C)CC2)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-d1c9908a-8,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
Nc1cncc(NC(=O)Nc2cccc(Cl)c2)c1,DAR-DIA-23aa0b97-13,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)Nc1cccc(F)c1C)c1cccnc1,LON-WEI-d1c9908a-9,"20200427_enamine_to_oxford.csv, 20200427_enamine_to_xchem.csv",
