SMILES,external_ID,Raw signal @20 µM,Relative solubility @20 µM,Raw signal @100 µM,Relative solubility @100 µM,100 µM / 20 µM,location,CID
CC(C)N(C)C(=O)C1CCN(C(=O)CCl)CC1,AAR-POS-0daf6b7e-19,2,1.0,3,1.0,0.5,Enamine,AAR-POS-0daf6b7e-19
CC(C)NC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b68-23,2,1.0,5,0.98,0.49,Enamine,WAR-XCH-b6889685-23
NS(=O)(=O)c1ccc(N2CCC(CO)CC2)cc1,WAR-XCH-b72-14,2,1.0,3,1.0,0.5,Enamine,WAR-XCH-b72a1bbc-14
NS(=O)(=O)c1ccc(N2CCC(c3ccncc3)CC2)cc1,WAR-XCH-b72-15,3,1.0,11,0.94,0.31,Enamine,WAR-XCH-b72a1bbc-15
CCN(C)CC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72-49,3,1.0,5,0.98,0.33,Enamine,WAR-XCH-b72a1bbc-49
NS(=O)(=O)c1ccc(N2CCC(c3ccco3)CC2)cc1,WAR-XCH-b72-7,2,1.0,25,0.83,0.42,Enamine,WAR-XCH-b72a1bbc-7
COC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72-9,3,1.0,3,1.0,0.33,Enamine,WAR-XCH-b72a1bbc-9
N#Cc1cccc(NC(=O)Nc2cccnc2)c1,ANN-UNI-263-4,2,1.0,3,1.0,0.5,Enamine,ANN-UNI-26382800-4
CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,LON-WEI-b8d-5,3,1.0,13,0.92,0.31,Enamine,LON-WEI-b8d98729-5
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d-43,3,1.0,14,0.91,0.3,Enamine,LON-WEI-b8d98729-43
C=CC(=O)N(c1ccc(C(C)C)nc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d-18,2,1.0,9,0.95,0.48,Enamine,LON-WEI-b8d98729-18
C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d-6,3,1.0,4,0.99,0.33,Enamine,LON-WEI-b8d98729-6
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d-31,2,1.0,3,1.0,0.5,Enamine,LON-WEI-b8d98729-31
C=CC(=O)N(c1ccc(C(C)C)nc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d-32,2,1.0,3,0.99,0.5,Enamine,LON-WEI-b8d98729-32
